Feature1,Feature2,Feature3
54.96714153011233,22.92314628974793,107.15574720696567
48.61735698828815,27.896773386173205,111.21569052736469
56.47688538100692,28.286427417366152,121.66102486350553
65.23029856408026,25.988613653891903,121.07604104069806
47.658466252766644,29.193571441669953,72.44661264085818
47.6586304305082,32.02025428407269,81.24349920169755
65.79212815507391,39.43092950605265,110.3007053441732
57.67434729152909,30.872889064159196,110.27571901824417
45.30525614065048,31.28775195361382,110.30095372612095
55.42560043585965,29.627770421169163,177.05462981309444
45.365823071875376,20.406143923504793,111.41781021386333
45.34270246429743,29.867430622753915,122.71131280361197
52.41962271566034,30.301151049705133,119.08003526986406
30.86719755342202,42.316210562426434,113.02782502611596
32.75082167486967,29.038195176094387,93.69461510719309
44.37712470759027,31.507736711668063,115.17938440986535
39.87168879665576,29.826441151473784,84.54349570924856
53.142473325952736,24.15660981190234,95.26362786519982
40.91975924478789,35.7141140725751,90.29272904341794
35.87696298664709,33.75966516343387,101.63748278772646
64.65648768921554,33.95515973521523,146.29317133347018
47.74223699513465,25.453062726026303,62.65469614816504
50.67528204687924,37.013971554680495,113.72520380749027
35.75251813786544,22.990744686038596,67.74568257620697
44.556172754748175,32.93428546900135,90.56136268421133
51.10922589709866,40.952278129049894,121.77901193934733
38.490064225776976,25.04731837434656,101.28560038190926
53.75698018345672,27.16851135198614,78.44510444141387
43.99361310081195,30.498256825438204,85.69392581480064
47.083062502067236,27.482621729419005,113.59195497869352
43.98293387770603,22.246682844669337,85.39266736565727
68.52278184508938,30.342814874030136,104.3291717916395
49.86502775262066,24.688481431369475,100.91143679807628
39.422890710440996,32.36796215317591,86.96799304788365
58.225449121031886,25.402878828830985,142.8788817865065
37.791563500289776,37.7496720250877,112.67838044636022
52.08863595004755,26.083733538318814,59.49714826684786
30.403298761202244,28.38969241897162,103.72908629538856
36.71813951101569,34.06758608684835,86.76427070463224
51.96861235869123,23.845678417830225,117.04866669592448
57.38466579995411,31.137299673020646,84.14958523134598
51.7136828118997,36.53571377141214,97.70527117066202
48.843517176117594,21.96258382719386,110.09974557960915
46.98896304410711,30.92316929266152,117.31510388340243
35.214780096325725,31.299413971242117,75.99407185888447
42.801557916052914,33.909114358886555,93.30997528318103
45.393612290402125,23.81524644560959,90.50109377678088
60.57122226218915,23.397716934578618,86.93341534852576
53.43618289568462,32.60970782808449,135.30908480562192
32.36959844637266,31.48492336616593,108.09963421921911
53.24083969394795,31.252464251729382,74.78232091329909
46.149177195836835,31.732241047484877,118.35723894109552
43.23077999694041,26.599876392107547,142.44312394025266
56.11676288840868,31.161268485805017,120.64930521102293
60.30999522495951,31.465362366493405,69.61260068091974
59.31280119116199,26.42824290986816,90.31531854267497
41.607824767773614,39.328872555723784,125.33822298373245
46.907876241487855,32.36916460455894,85.84661068762438
53.31263431403564,24.043482513986756,108.87638856292457
59.75545127122359,33.28276804316915,115.49268106858673
45.2082576215471,25.126591648863393,81.46139056843833
48.14341023336183,33.93542301871226,98.809492878764
38.93665025993972,35.79297789503702,35.17465319861854
38.037933759193294,25.89658840824145,79.51224717331421
58.125258223941984,34.816880646221605,94.9486369721368
63.56240028570823,32.063904634682494,75.04433636070301
49.27989878419666,34.11030079997245,132.64822607863272
60.03532897892024,39.48396491326974,71.39717244078734
53.61636025047634,28.773059419985646,91.19911026606033
43.54880245394876,26.23131917821255,102.61481154572182
53.61395605508414,25.552427851872384,128.82546578132232
65.38036566465969,25.920948575172808,71.2827569764112
49.64173960890049,29.614491452929478,123.26327504309918
65.64643655814007,31.70575987408322,100.20466122039174
23.802548959102555,31.383453996650097,80.36982697904098
58.21902504375224,34.13591624518012,109.24206948526542
50.870470682381715,30.065009459389536,103.9811939114694
47.009926495341325,37.26767038578659,87.9956624568241
50.91760776535502,28.67671583381022,101.39604169980038
30.124310853991073,43.600845832948096,92.2937280627648
47.80328112162488,33.128336738825034,102.27034690502497
53.57112571511746,25.714212217918586,113.24261349042094
64.77894044741517,24.64553750969444,131.72033632290703
44.81729781726352,32.41236207621593,75.24369002346302
41.91506397106812,28.882686073370746,142.66066749312535
44.982429564154636,33.57000247046046,60.958244009549965
59.15402117702074,32.366188122867726,96.96429809928833
53.287511096596845,29.635855436715637,111.76634412969153
44.70239796232961,25.766031409657977,105.61983735470065
55.13267433113356,22.425763876570677,87.54600960358812
50.9707754934804,27.767425239664895,95.83755499285449
59.68644990532889,34.28199397161736,90.13998130682334
42.979469061226474,31.07046872065102,88.21270486111577
46.723378534022316,23.771306106440058,116.99204194042049
46.078918468678424,30.86590462925591,107.14030971930094
35.364850518678814,31.926586898644185,86.14180809478691
52.96120277064576,25.580712818994336,117.99199750866501
52.610552721798896,30.76862552972764,106.14599041753219
50.05113456642461,30.29104359223,116.2572423767792
47.65412866624853,24.285148510846884,112.59257683847224
